closest_distance_km,relative_velocity_km_s,altitude_difference_km,time_to_closest_sec,priority_difference,collision_risk
2.667,9.133,1.481,2567,3,0
7.495,5.927,6.815,2569,0,0
10.37,6.941,33.676,1637,1,0
11.663,9.979,1.54,2039,5,0
14.781,7.31,17.463,446,1,0
13.639,10.351,33.908,1692,0,0
12.422,9.039,32.972,483,3,0
17.217,6.662,1.515,818,4,0
11.618,7.352,0.52,2738,3,0
6.22,9.47,24.338,2696,3,0
11.908,6.835,49.064,1625,4,0
8.421,7.585,21.551,868,1,0
8.534,6.151,12.537,1117,0,0
7.9,8.305,0.973,1039,5,0
10.941,8.922,27.059,423,1,0
15.364,3.881,7.992,1287,2,1
10.975,8.436,53.904,819,9,0
5.713,5.612,28.97,1237,3,0
10.756,6.756,27.403,1157,1,0
10.6,4.119,13.848,2198,2,0
13.58,5.681,47.168,257,0,0
14.601,7.46,17.415,483,2,0
12.344,8.484,11.145,1479,0,0
19.551,7.202,5.073,1152,0,0
9.917,6.182,25.003,1270,2,0
10.457,8.5,20.979,1120,1,0
8.029,9.788,11.992,464,1,0
13.629,6.624,14.664,3377,3,0
7.003,9.204,21.047,1105,0,0
5.665,9.492,50.736,1675,2,0
9.245,6.581,2.829,454,7,1
1.394,3.688,28.58,2210,2,1
6.957,8.659,16.995,2147,5,0
12.19,6.636,11.045,1189,2,0
2.258,7.179,32.126,756,0,0
3.856,8.864,18.316,1376,1,0
14.904,10.96,29.849,994,4,1
11.43,11.133,6.407,728,5,1
11.176,7.435,12.56,2166,3,0
9.556,4.725,22.523,1494,9,0
8.917,10.217,22.276,230,4,0
4.013,7.715,8.61,1727,0,0
11.636,8.561,2.921,1901,2,0
13.199,6.661,21.101,991,3,0
16.401,5.531,7.759,804,5,0
10.308,7.368,23.498,1592,3,0
13.225,8.961,6.348,2321,1,0
17.615,9.219,3.435,1765,2,0
11.169,10.018,21.356,1894,1,0
6.217,12.76,20.931,934,6,0
3.884,9.096,25.165,1829,6,0
11.173,8.496,39.389,290,2,1
13.792,8.509,1.512,2597,0,0
9.568,9.727,21.793,1425,0,0
18.658,10.522,22.92,977,2,0
15.226,8.434,27.738,1679,3,0
15.551,10.416,26.199,2083,0,0
10.457,6.133,31.263,1239,6,0
4.102,5.824,14.386,1779,8,0
10.163,7.855,36.602,1357,5,0
12.86,7.931,5.143,586,0,0
4.178,8.035,22.303,3150,0,0
4.145,5.816,41.896,1704,1,0
4.293,3.278,7.724,3005,6,0
17.84,7.798,24.484,1468,5,0
10.585,7.771,14.682,2715,2,0
15.388,8.4,5.312,1553,0,0
8.929,7.208,2.426,2407,0,0
9.894,8.319,45.988,1902,4,0
6.993,9.536,54.788,2665,7,0
1.464,7.284,8.576,937,0,0
8.072,7.767,27.954,1011,7,0
17.003,6.406,16.276,2500,0,0
17.692,6.639,26.547,2543,0,0
11.77,7.505,29.262,2210,1,0
12.622,6.255,34.984,2384,0,0
9.468,4.727,4.141,1028,7,0
13.131,6.707,21.314,1501,1,0
15.938,7.298,18.441,1595,2,0
13.12,7.334,29.52,1297,0,0
6.18,6.271,31.244,925,0,0
9.757,5.21,27.964,1738,4,0
6.608,7.727,35.815,2796,0,0
1.326,6.202,22.212,1157,7,0
10.756,6.984,21.553,2099,0,0
8.178,4.869,12.738,288,3,0
8.898,7.419,32.75,1736,5,0
6.475,9.873,13.636,2959,1,0
8.998,9.605,15.485,1346,7,0
15.01,9.58,32.065,2221,5,0
15.082,6.892,14.818,1701,0,0
13.519,6.332,44.722,574,2,0
12.642,7.055,14.177,947,4,0
11.981,11.031,25.006,719,0,1
14.636,9.041,44.373,1379,0,0
15.948,6.876,1.833,2942,3,0
1.793,7.461,22.829,2289,2,0
4.96,8.016,4.082,1256,1,0
7.002,5.038,17.523,1863,1,0
13.346,9.776,27.881,1927,0,0
4.645,6.367,7.612,3420,9,0
12.695,7.623,33.599,1748,6,0
7.813,8.349,21.325,1195,0,0
9.933,9.081,4.826,2067,0,0
13.125,4.51,7.811,674,0,0
12.329,4.736,28.801,1652,0,0
2.936,6.043,22.419,2021,1,0
14.96,9.696,5.196,1086,1,0
9.977,7.925,18.818,1575,2,0
7.487,11.188,18.941,1319,4,0
10.018,8.163,25.634,938,0,0
8.599,5.437,21.27,984,0,0
4.753,9.024,35.729,2984,0,0
10.092,8.021,7.909,775,6,0
12.271,9.525,14.58,3218,1,0
3.664,6.719,39.676,818,5,0
6.32,5.587,25.776,764,6,0
7.318,6.469,5.852,1661,6,0
13.993,5.845,9.793,1090,0,0
2.017,4.808,26.026,1641,0,0
11.777,10.445,15.412,1208,8,0
1.457,6.515,21.791,2442,2,0
18.006,10.801,20.658,1075,1,0
15.527,6.823,42.233,1194,2,0
11.728,3.52,29.651,1842,2,0
11.728,8.15,18.549,1468,0,0
10.117,7.05,38.498,2411,2,0
8.273,6.898,1.395,1777,8,0
9.948,5.903,19.308,1172,0,0
5.801,7.261,25.405,667,4,0
6.431,9.414,10.991,2344,4,0
14.498,9.302,11.256,2695,0,0
15.727,8.16,12.372,2433,0,0
11.397,7.205,43.447,347,4,0
11.349,10.58,24.915,1002,1,0
15.464,7.291,6.986,2725,4,0
7.582,6.926,44.366,1135,1,0
7.934,7.64,58.428,1191,0,0
7.931,9.693,56.193,1160,4,0
12.501,8.413,32.203,1500,0,0
6.981,4.504,19.547,2696,1,0
8.857,7.894,10.48,1376,0,0
13.468,6.064,17.128,1488,0,0
10.358,7.347,31.237,368,1,0
8.164,8.851,38.993,1352,5,0
12.821,5.114,10.56,674,0,0
8.748,10.712,22.879,738,3,0
13.31,5.271,38.855,1599,8,0
16.94,8.353,15.452,1890,2,0
9.121,5.113,11.747,2376,1,0
17.109,9.496,5.84,1002,8,0
12.284,4.927,41.486,1387,0,0
4.332,8.131,35.217,2167,5,0
9.609,5.724,48.864,1158,0,0
14.484,7.62,3.592,1529,1,0
13.165,7.476,34.488,1062,0,0
5.83,9.362,4.192,1123,7,0
16.073,6.12,1.086,2801,1,0
12.134,7.845,2.746,1516,0,1
4.339,5.553,25.507,770,8,0
11.955,8.115,1.577,850,0,0
11.21,7.317,0.761,1297,5,0
4.473,2.647,31.459,504,9,0
12.505,9.783,15.871,2014,3,0
15.243,5.465,52.255,886,0,0
6.008,9.217,35.139,673,1,0
13.573,8.727,25.206,3079,1,0
11.39,9.206,16.826,1031,2,0
9.847,8.439,30.578,1214,1,0
11.061,4.999,37.018,769,0,0
10.497,8.083,42.293,847,0,0
10.796,6.991,1.74,1165,7,0
5.839,9.005,23.009,1390,3,0
14.511,6.675,32.421,1371,0,0
11.585,5.754,36.159,1014,5,0
14.36,4.743,27.898,1885,2,0
8.914,11.162,12.62,2563,0,0
11.343,7.55,44.106,3197,2,0
13.273,3.882,12.641,1220,0,0
3.414,4.117,12.419,2176,1,0
16.263,7.145,14.565,3087,1,0
6.452,6.912,10.992,710,6,0
14.769,7.195,27.998,1199,3,0
10.841,7.825,0.499,1554,1,0
6.665,8.304,42.269,2440,8,0
7.958,6.349,1.913,1339,0,0
12.846,10.483,46.149,1240,0,0
8.486,9.659,15.037,2050,1,0
16.913,8.24,11.36,675,3,0
11.368,10.792,41.474,1885,1,0
8.152,8.419,58.9,1749,0,0
6.75,7.565,36.09,1194,3,0
6.6,5.793,20.903,1400,1,0
8.023,7.386,25.21,2091,1,0
8.408,6.558,17.152,1336,1,0
12.812,8.744,8.284,1038,2,0
16.729,2.915,24.321,1073,2,0
10.511,11.504,10.154,2205,0,1
10.766,9.716,19.644,1113,0,0
7.95,6.684,7.591,2538,1,0
6.771,7.274,1.889,891,2,0
16.026,11.027,33.108,1569,0,0
18.775,4.665,4.97,2535,0,0
10.509,7.613,12.278,855,0,0
12.554,6.121,38.756,1125,0,0
6.661,6.492,28.594,1022,1,0
3.438,7.876,11.625,2416,7,1
13.035,7.994,52.433,1098,0,0
7.879,8.902,51.546,2651,1,0
14.427,9.618,7.514,565,1,0
18.472,6.328,21.961,1279,0,0
11.405,8.092,37.544,366,4,0
14.312,4.67,16.799,2020,3,0
6.859,10.104,11.797,2420,0,0
10.423,7.821,47.199,1531,1,0
16.9,7.269,3.186,2464,0,0
8.43,7.865,20.062,2367,0,0
16.35,6.432,5.538,1207,2,0
7.711,8.572,39.873,2527,3,0
15.17,4.712,18.569,1326,3,0
13.408,7.191,50.415,2848,0,0
14.249,7.234,7.143,1363,2,0
4.321,6.346,0.463,1064,8,0
1.854,9.809,11.804,745,4,0
4.801,6.805,20.059,2973,0,0
17.538,7.77,23.677,1220,9,0
9.118,4.586,18.424,1622,1,0
12.453,8.727,6.432,1077,1,0
17.363,9.093,22.54,835,1,0
14.006,2.365,42.029,3102,0,0
12.637,9.553,7.83,2087,2,0
11.039,8.166,33.022,1698,0,0
5.998,9.12,1.322,1400,1,1
9.777,9.383,24.322,2084,0,0
5.117,8.905,22.747,2321,0,0
12.822,9.809,21.695,1756,0,0
9.235,4.871,0.667,335,1,0
10.599,7.247,40.714,3151,0,0
9.275,5.161,0.251,1716,0,0
11.392,12.824,35.061,1444,3,0
4.229,9.066,4.826,306,3,1
9.282,10.193,25.849,1279,1,0
15.539,4.499,12.715,741,2,0
11.023,6.542,8.776,2003,0,0
8.931,7.574,40.762,2315,0,0
10.508,7.803,3.577,1031,3,0
16.95,8.759,21.677,991,2,0
12.179,7.559,46.436,3394,0,0
3.98,9.219,25.944,569,2,0
13.874,7.487,38.087,1628,2,0
17.12,6.138,13.171,1133,4,0
6.761,7.037,47.628,1422,4,0
9.158,7.463,19.985,645,1,0
10.064,9.774,15.669,1901,0,0
11.76,9.524,36.542,2405,2,0
5.453,5.964,5.307,1361,3,0
6.008,4.746,4.919,3113,2,0
9.239,9.844,31.358,2581,8,0
4.13,5.564,17.278,2370,2,0
6.993,4.977,13.901,1227,0,0
7.346,6.859,20.085,1590,5,0
14.459,8.424,38.358,2323,4,0
12.409,7.864,5.153,2219,6,0
10.449,7.153,53.95,1872,0,0
12.527,4.191,41.831,1428,3,0
10.75,7.536,8.848,976,5,0
11.234,9.587,36.765,2566,3,0
3.341,7.434,15.583,809,1,0
12.536,6.819,0.865,626,2,0
15.858,10.456,39.891,1369,1,0
13.056,5.818,33.979,1549,0,0
4.916,8.115,10.683,3235,0,0
7.961,9.826,48.481,1555,3,0
11.715,6.863,12.261,1718,0,0
17.525,9.173,9.491,1569,5,0
6.77,6.641,29.77,1790,0,0
3.198,9.077,17.928,2835,4,1
9.914,6.138,21.411,1613,0,0
9.851,7.724,0.711,2820,1,0
6.558,7.678,41.621,2195,1,0
2.792,9.132,31.205,1218,0,0
16.943,6.244,35.131,1046,3,0
10.768,7.588,23.281,997,0,0
7.663,5.964,9.998,926,2,0
14.118,6.803,14.652,898,2,0
9.962,5.389,16.417,1093,2,0
4.406,5.283,8.429,922,0,0
8.655,7.197,33.019,2190,6,0
8.577,7.84,3.802,1140,3,0
16.588,8.179,1.541,2463,7,0
13.859,7.008,15.647,1554,0,0
14.258,9.62,18.096,1421,0,0
2.89,6.816,42.828,2261,6,0
7.498,5.031,33.413,3262,4,0
14.137,4.885,30.322,2902,4,0
7.298,6.693,26.768,2817,2,0
11.953,6.734,19.153,1344,1,0
4.724,3.527,26.636,1855,6,0
8.778,7.548,19.154,2768,2,0
13.862,6.905,27.454,2437,0,0
8.461,8.567,9.229,3078,1,0
17.127,9.034,15.262,2109,0,0
14.262,7.934,4.73,1929,2,0
9.628,8.347,37.032,3123,2,0
11.848,8.739,22.273,1617,2,0
12.95,7.484,23.237,1273,0,0
1.265,6.843,9.115,3034,0,1
5.13,7.028,0.651,1195,3,0
12.563,8.136,35.557,1125,1,0
3.51,9.927,10.282,1301,0,0
1.343,8.097,14.557,3418,0,1
11.627,7.944,23.672,2636,0,0
12.991,9.297,0.262,2106,6,0
10.95,4.266,12.276,3135,2,0
15.672,8.514,10.641,1477,2,0
3.955,9.371,22.839,1911,4,0
11.546,7.633,21.571,1151,1,0
15.837,8.632,5.311,1286,4,0
3.15,5.738,0.774,2280,4,0
13.452,11.648,32.459,613,2,0
7.006,7.852,2.171,1296,4,0
12.6,7.141,14.712,1642,3,0
15.962,7.509,26.587,1396,0,0
16.319,3.875,14.989,2483,2,1
14.525,8.481,9.0,1670,0,0
15.867,5.486,3.476,119,1,0
11.825,5.991,26.23,1835,1,0
11.075,3.65,17.13,840,0,0
6.213,6.158,16.961,931,2,0
14.915,8.595,28.484,1468,4,0
15.119,8.991,23.935,1787,1,0
17.198,8.749,40.078,1757,5,0
13.228,13.228,21.641,308,3,1
10.234,7.843,29.717,1877,0,0
12.197,4.944,15.002,1189,2,0
15.124,8.63,5.29,1792,2,0
11.574,9.875,35.71,378,1,0
14.009,8.483,3.256,1248,4,0
5.297,7.672,19.876,939,0,0
11.001,6.121,9.696,935,4,0
11.358,3.192,44.463,1394,4,0
6.115,9.111,22.188,1393,1,0
12.514,8.134,43.614,1918,2,0
7.423,4.727,30.423,1733,1,0
6.683,7.753,9.496,1247,2,0
9.319,5.121,23.092,252,2,0
12.49,9.441,6.068,1204,3,0
7.026,7.224,0.431,793,0,0
9.87,4.564,16.58,2192,2,1
14.036,9.583,26.014,1314,3,0
9.721,6.018,0.731,1175,8,0
17.846,8.874,3.918,1598,0,0
16.141,7.254,32.289,1216,6,0
10.846,7.368,15.08,1391,2,0
12.283,8.504,27.633,3155,0,0
11.823,11.537,45.347,2342,4,0
7.771,7.944,2.019,1256,3,0
10.222,4.291,48.706,602,2,0
15.451,6.994,15.329,1025,5,0
6.773,6.7,19.225,1438,10,0
18.684,8.706,8.037,2019,3,0
11.159,5.869,3.082,1519,0,0
8.033,6.767,2.042,1745,0,0
11.872,4.532,46.373,2154,5,0
13.262,8.202,2.726,288,2,0
11.176,8.063,41.564,2842,1,0
17.186,4.186,4.374,530,2,0
8.103,8.525,1.444,663,4,0
10.424,5.139,1.583,846,2,0
8.67,6.996,11.19,2311,0,0
8.792,6.529,20.954,1208,0,0
10.954,9.198,11.764,1689,2,0
14.584,10.045,40.493,980,1,0
10.164,5.872,35.378,601,1,0
6.647,6.842,17.161,3241,2,0
9.837,4.068,29.185,1596,4,0
10.347,8.034,21.212,1251,5,0
14.873,5.648,51.481,1677,6,0
4.622,9.363,27.543,1093,1,0
8.874,11.09,51.607,2157,0,0
8.676,11.064,13.523,1216,4,0
9.882,9.805,10.373,2366,1,0
18.651,9.508,19.319,2171,3,0
12.132,8.057,2.486,1674,4,0
14.799,9.462,19.59,2901,2,0
9.374,4.676,4.105,428,0,0
11.049,7.472,36.377,3107,3,0
7.386,4.979,14.068,1800,3,0
14.907,2.786,53.055,1429,0,0
15.468,6.751,38.84,1105,0,0
13.748,6.8,0.512,2669,0,0
16.298,10.1,29.776,1320,5,0
17.025,8.025,26.413,969,4,0
15.857,8.99,7.316,881,1,0
11.702,6.536,18.153,796,8,0
15.634,6.795,57.317,837,1,0
9.788,7.644,36.81,1023,4,0
8.976,5.592,51.476,984,5,0
9.811,9.399,18.616,1413,2,0
5.493,10.839,49.405,179,1,0
12.444,6.522,34.611,2930,6,0
4.488,6.818,41.275,1682,2,0
5.95,6.415,24.792,214,5,0
1.015,8.229,30.902,1557,0,1
8.269,9.687,21.694,1468,6,0
4.165,6.501,6.943,1931,0,0
11.839,7.573,31.801,932,0,0
14.572,11.781,35.014,1138,0,0
17.253,4.591,18.209,1042,0,0
2.968,7.951,17.69,1067,0,0
16.055,6.386,21.54,1240,1,0
10.007,2.956,16.214,2296,7,0
11.824,8.045,19.997,1946,0,0
4.425,5.922,44.87,2901,3,0
10.534,8.352,28.339,1990,0,0
9.861,9.541,31.696,593,3,0
15.865,10.219,20.147,2392,0,0
11.18,8.969,16.692,1990,0,0
12.618,4.867,22.202,2262,0,0
6.275,7.789,52.79,1200,1,0
9.747,10.98,24.142,2104,2,0
4.719,7.823,33.516,2183,0,0
11.322,9.946,4.286,1427,2,0
14.676,9.317,1.504,1591,1,0
13.918,10.68,26.818,1684,0,0
17.394,8.888,45.306,1393,1,0
7.285,8.746,17.135,2529,1,0
9.442,6.242,9.901,1451,1,0
14.069,5.835,20.775,1405,0,0
3.446,9.716,32.478,1761,6,1
13.467,8.521,20.222,964,4,0
15.043,8.421,25.811,3082,3,0
5.561,6.429,42.457,1929,5,0
7.801,3.033,20.44,2104,2,0
11.907,6.977,5.484,2844,0,0
8.704,7.955,3.634,1917,5,0
8.687,7.587,4.833,1718,2,0
13.662,8.271,13.963,2169,0,0
6.385,7.968,18.539,68,0,0
3.762,6.379,14.623,2064,7,1
12.995,4.593,19.896,1641,8,0
7.899,6.232,22.593,2683,1,0
15.018,10.105,25.856,1723,7,0
3.25,7.41,7.417,464,2,0
8.963,10.041,26.927,3115,4,0
13.763,3.046,16.68,735,4,0
10.287,11.257,8.445,583,5,0
16.082,6.574,6.722,2056,2,0
9.842,4.513,29.293,1343,1,0
3.81,7.832,0.007,1439,0,0
5.437,6.614,17.294,926,1,0
10.496,6.299,19.15,2149,1,0
12.341,6.014,46.374,1516,1,0
8.922,7.163,19.234,625,3,0
15.525,8.641,43.208,1265,1,0
2.661,9.706,13.551,2724,0,0
2.415,8.634,19.233,549,0,0
12.337,9.241,37.965,1227,0,1
5.488,7.479,18.369,2457,1,0
13.033,9.43,10.248,369,4,0
11.85,9.036,15.037,228,4,0
13.961,9.285,24.204,2001,8,0
18.498,5.246,18.095,605,5,0
15.269,9.114,25.689,1293,4,0
15.19,6.558,15.243,710,1,0
3.222,7.562,33.133,956,0,0
10.701,5.279,21.59,1063,2,0
19.157,6.934,34.329,2890,1,0
9.071,6.556,20.117,650,3,0
6.968,3.579,11.95,2166,7,0
8.167,10.249,44.992,2460,1,0
10.762,7.371,43.548,1454,4,0
11.211,5.566,11.326,596,1,0
10.179,7.745,28.362,1242,0,0
3.846,8.53,47.865,3102,0,0
5.073,5.725,40.734,624,1,0
10.704,7.799,3.739,1486,0,0
9.856,5.546,27.361,1870,2,0
14.04,6.393,21.743,2371,0,0
15.793,8.161,22.127,1450,1,0
13.437,7.401,1.276,1368,2,0
15.933,8.559,4.492,2962,6,0
14.683,5.232,36.474,2977,4,0
14.006,5.657,16.875,741,3,0
15.88,9.125,1.671,789,0,1
7.739,9.056,42.533,1204,3,0
11.644,6.599,40.525,2900,2,0
11.493,12.309,24.313,1142,0,0
15.929,7.515,20.184,1827,2,1
10.781,7.199,9.55,3051,2,0
12.377,8.072,0.915,698,0,0
14.677,5.78,34.202,1836,10,0
7.015,4.82,19.927,2036,2,1
8.121,6.152,23.299,2640,1,0
13.982,4.432,5.469,1822,2,0
9.583,10.88,46.289,1013,4,0
8.34,9.701,12.774,1419,4,0
6.384,8.33,29.019,1632,2,0
10.087,5.228,10.418,768,0,0
10.102,9.647,6.048,1484,6,0
9.479,11.064,35.553,967,0,0
15.353,9.397,2.528,1742,3,0
8.315,7.322,1.04,2612,0,0
8.855,6.796,39.85,1726,6,0
8.955,6.239,13.614,557,3,0
9.766,7.386,40.297,1196,2,0
13.0,7.692,45.759,645,5,0
4.222,6.698,21.385,1594,3,0
14.556,8.307,31.12,1463,2,0
10.052,9.018,10.271,1328,0,0
12.458,8.555,8.6,1603,7,0
12.379,8.923,36.461,1396,1,0
15.799,10.991,35.834,919,8,0
8.754,8.026,22.759,2098,2,0
16.546,7.0,20.355,1063,0,0
4.59,8.435,9.043,2143,0,0
11.038,5.789,13.175,2969,2,0
16.108,5.663,39.132,960,6,0
10.159,10.122,39.001,1809,2,0
13.467,8.762,30.778,1780,2,0
4.283,11.049,37.489,1205,0,1
11.467,7.83,25.934,1901,1,0
12.641,10.417,36.225,2126,0,0
4.297,4.474,37.703,3067,10,0
12.939,4.839,38.376,1077,3,0
3.136,7.407,34.233,2006,7,1
10.961,5.626,13.105,535,0,0
4.002,7.952,29.361,2152,0,0
2.779,4.644,25.237,2604,5,0
15.117,7.858,6.674,1636,1,0
5.301,1.28,4.587,1331,0,0
8.202,3.503,25.184,2488,0,0
9.068,6.816,43.603,1573,0,0
5.845,5.095,16.542,2711,0,0
19.031,6.991,54.59,1654,2,0
16.765,8.413,21.173,3324,2,0
9.259,9.892,8.983,3417,0,0
2.941,5.906,30.577,2447,1,0
8.531,6.319,34.487,2039,7,0
5.193,5.387,6.927,2794,7,0
1.969,6.77,17.33,690,2,0
8.616,8.862,20.549,709,0,0
11.153,6.933,27.277,2118,1,0
10.399,10.237,41.015,2127,4,0
18.842,7.256,35.37,1789,1,0
6.66,5.999,12.251,2546,4,0
9.74,6.273,13.805,2958,0,0
3.024,10.905,10.875,2149,3,1
18.502,7.915,10.994,1295,8,0
10.963,4.267,10.287,1349,6,1
14.406,8.109,41.66,2491,0,0
5.51,8.136,14.064,1001,6,0
14.757,7.719,47.89,1343,0,0
6.083,6.519,8.847,692,2,0
4.322,9.085,21.021,2216,2,0
7.812,7.057,5.74,1003,0,0
16.82,7.432,18.071,1661,7,0
11.984,9.165,17.983,1994,0,0
11.014,5.858,23.287,1764,0,0
5.189,4.33,16.487,2039,1,0
11.318,6.235,21.228,1857,7,0
12.934,5.18,32.617,1424,1,0
9.571,6.943,12.907,992,1,0
3.894,5.667,6.774,1925,0,0
3.521,9.632,17.016,257,2,1
12.047,10.109,67.322,844,1,0
10.795,9.75,14.289,2357,4,0
9.066,3.847,8.325,1421,3,0
4.412,6.627,22.191,1781,0,0
13.294,7.653,28.811,1792,3,0
12.146,8.5,8.037,679,6,0
8.941,6.667,17.057,1233,1,0
11.796,6.893,29.934,2122,1,0
6.55,2.941,44.734,670,0,0
9.05,2.387,24.252,1400,7,0
18.152,8.716,26.451,1914,9,0
9.274,8.064,18.25,2439,0,0
9.588,1.868,23.794,719,6,0
10.317,4.945,9.621,1987,2,0
10.724,5.113,26.284,2178,4,0
8.355,9.116,18.424,1053,0,0
17.671,9.308,27.352,3307,0,0
6.582,8.226,22.238,2947,1,0
3.766,6.489,43.851,908,4,0
14.97,10.121,11.312,1466,2,0
6.955,4.278,18.571,2265,1,0
5.38,6.04,21.07,1091,1,0
4.764,7.773,1.231,2148,0,0
9.002,6.769,23.183,1886,2,0
13.322,5.776,16.423,654,6,0
10.768,6.869,6.04,1555,3,0
7.0,7.248,31.059,3364,0,0
17.114,8.056,1.731,769,1,0
11.785,8.953,34.624,2998,8,0
1.023,7.261,30.867,753,2,0
13.361,9.118,11.037,930,5,0
16.052,6.186,31.536,1692,1,0
9.054,9.268,16.993,972,2,0
13.484,5.257,60.204,2958,0,0
12.229,9.55,42.85,809,0,0
13.73,8.206,32.945,1515,1,0
14.9,5.26,25.78,1764,4,0
9.839,6.284,7.958,2273,5,0
9.661,11.88,16.227,1458,4,0
5.331,5.598,11.637,2241,3,0
12.106,6.198,11.959,2703,1,0
7.942,7.805,12.7,1498,2,0
8.247,5.365,7.551,325,0,0
3.178,7.278,9.84,2347,1,0
9.406,5.477,1.012,2081,1,0
17.941,8.495,36.77,1090,1,0
12.532,7.65,31.595,1342,2,0
7.932,4.383,9.127,1945,4,0
7.254,10.865,7.124,1704,0,0
6.344,4.495,18.525,2403,0,0
2.68,6.854,15.639,1408,0,0
15.224,8.708,23.283,1015,0,0
13.482,9.871,9.822,903,9,0
8.277,9.006,18.693,983,0,0
10.765,8.307,39.732,1225,0,0
18.011,6.057,0.295,1412,1,0
9.579,3.933,35.33,2642,1,0
14.966,3.718,29.732,2581,0,0
8.777,6.208,43.166,1597,6,0
5.226,10.127,35.593,2534,4,0
8.742,7.262,21.499,1362,3,0
4.616,6.914,19.47,1083,0,0
11.725,8.464,31.65,1243,5,0
13.144,9.687,10.307,2128,7,0
10.941,9.977,27.673,2190,3,0
9.124,8.327,13.196,761,4,0
4.839,8.869,10.332,2087,1,0
11.171,7.109,29.308,1502,3,0
9.58,3.357,16.932,1795,0,0
10.249,12.041,19.043,2427,2,0
6.838,3.526,27.89,3066,0,0
7.361,8.579,15.0,1192,4,0
8.951,8.324,19.753,1347,1,0
4.711,8.343,25.681,2158,4,0
7.559,4.906,21.257,2976,5,0
8.301,7.369,18.753,973,1,0
5.796,7.577,20.152,1024,4,0
2.154,2.6,26.72,938,3,0
8.028,4.997,27.314,1349,7,0
7.748,5.273,22.902,1138,8,0
16.952,4.628,7.964,2902,6,0
4.177,8.12,1.069,771,2,1
12.836,8.854,30.012,2191,10,0
7.913,9.018,29.295,1488,0,0
7.979,5.991,10.674,2513,1,0
11.226,8.907,1.343,706,1,0
15.607,9.113,6.979,1327,0,1
5.15,7.164,6.226,1740,3,0
5.103,7.2,6.192,1169,4,0
3.893,6.986,28.442,2534,0,0
10.61,6.506,0.342,1245,3,0
8.86,4.55,25.425,1363,0,0
4.522,8.643,24.233,1748,1,0
14.883,3.864,49.237,1292,0,0
9.33,10.592,27.094,314,1,0
7.447,8.881,32.49,3092,3,0
17.748,9.417,12.612,1358,7,0
17.228,9.41,17.317,1160,0,0
1.964,8.091,7.599,1822,0,0
13.106,5.82,27.282,801,0,0
13.873,12.607,20.377,785,1,0
11.073,5.297,12.521,326,1,0
11.664,9.062,29.839,1137,0,0
9.46,6.98,27.584,2129,0,0
13.375,9.718,20.805,1237,0,0
4.257,7.554,19.89,677,0,0
11.04,5.88,39.062,2264,2,0
13.106,7.329,14.668,2022,6,0
9.257,4.659,8.707,2088,4,0
10.794,5.287,20.503,2061,1,0
11.859,3.245,42.214,2097,0,0
11.779,5.244,0.038,2074,2,0
3.295,7.605,27.321,590,4,0
12.677,10.792,31.591,1494,4,0
12.315,6.888,28.282,300,0,0
10.462,8.173,50.471,1606,0,0
5.216,7.373,11.368,1241,7,0
11.362,4.59,3.021,1529,10,0
13.129,7.435,1.064,1686,2,0
8.427,5.313,7.577,1426,2,0
7.91,8.902,34.634,1495,2,0
3.544,9.362,16.994,1574,0,0
9.308,6.99,32.104,1047,0,0
10.406,6.402,14.288,1589,1,0
12.846,6.74,28.182,1129,1,0
15.364,9.38,46.294,955,2,0
7.058,6.772,53.999,1873,2,0
6.822,11.044,36.315,1767,0,0
9.071,7.794,3.275,1408,3,0
9.304,8.566,41.355,1375,1,0
7.322,9.693,10.666,2709,0,0
14.177,9.46,8.911,951,1,0
15.29,3.903,10.432,921,1,0
13.94,8.061,24.539,2515,1,0
16.373,7.285,26.869,1630,8,0
5.677,9.513,25.992,1818,0,1
7.74,12.24,34.137,2365,6,0
12.282,4.912,15.661,1286,1,0
8.378,9.803,23.36,2406,0,0
4.23,5.619,13.269,484,7,0
12.402,9.168,20.708,2616,2,0
17.936,5.165,20.204,2274,0,0
6.936,10.469,24.439,2912,4,1
3.61,6.597,11.058,2455,0,0
9.382,7.747,0.904,2465,0,0
5.671,6.399,25.562,1204,3,0
4.212,5.702,0.728,1294,0,0
15.902,8.407,31.184,1222,1,0
8.149,4.12,25.247,2549,1,0
10.299,11.639,15.4,1685,0,0
15.399,10.997,10.524,1692,3,0
4.117,10.343,40.086,826,1,0
4.763,6.124,37.274,2750,2,0
4.581,8.723,12.803,1583,0,0
12.386,8.338,15.025,2432,3,0
15.421,6.538,24.113,1813,0,0
11.845,6.649,13.127,859,0,0
10.571,5.475,3.534,1596,4,0
7.176,7.944,32.657,401,2,0
2.037,6.853,25.399,1916,2,0
13.7,10.08,51.093,1331,0,0
17.013,4.369,9.334,1974,5,0
9.377,7.207,20.518,1307,6,0
8.235,7.801,15.493,1967,4,0
15.343,8.429,2.703,2044,10,0
15.313,7.427,38.816,870,2,0
17.666,10.569,6.407,631,4,0
10.711,9.07,5.377,1845,2,0
16.588,6.798,6.469,1594,0,0
12.535,3.718,32.677,1370,3,0
11.531,5.791,26.882,3394,2,0
16.974,7.031,43.665,827,0,0
18.493,7.563,11.519,1557,3,0
11.145,6.268,34.629,1312,5,0
14.217,8.515,22.647,2113,9,0
6.686,7.412,5.073,2994,1,1
8.221,8.459,6.127,3002,4,0
